id,CERTLEVP,PGMCIPAP,PGM_P034,PGM_P036,PGM_280A,PGM_280B,PGM_280C,PGM_280F,PGM_P401,STULOANS,DBTOTGRD,SCHOLARP,PREVLEVP,HLOSGRDP,GRADAGEP,GENDER2,CTZSHIPP,VISBMINP,DDIS_FL,PAR1GRD,PAR2GRD,BEF_P140,BEF_160,overqualified
2885,2.0,,,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,9.0,6.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,0
451,2.0,4.0,,6.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0
3432,2.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,9.0,6.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
8880,,2.0,2.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,2.0,,1.0,1.0,5.0,0
4723,3.0,4.0,1.0,6.0,2.0,,2.0,9.0,1.0,2.0,3.0,6.0,2.0,3.0,2.0,9.0,1.0,2.0,With disability,1.0,9.0,3.0,6.0,0
11589,2.0,5.0,1.0,6.0,,2.0,2.0,1.0,2.0,2.0,,6.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,6.0,3.0,6.0,0
3306,2.0,5.0,2.0,1.0,9.0,2.0,2.0,1.0,,2.0,6.0,6.0,6.0,2.0,4.0,Male,1.0,,2.0,1.0,1.0,1.0,6.0,1
2714,3.0,8.0,2.0,1.0,2.0,9.0,2.0,9.0,1.0,1.0,6.0,6.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,1
10883,2.0,9.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0
3471,3.0,5.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,,6.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,,1
8273,2.0,4.0,1.0,6.0,9.0,2.0,9.0,2.0,,2.0,6.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0
2360,2.0,4.0,1.0,6.0,2.0,2.0,2.0,,2.0,2.0,6.0,6.0,6.0,2.0,,2.0,1.0,2.0,,1.0,1.0,3.0,6.0,0
5879,3.0,5.0,1.0,6.0,9.0,2.0,2.0,1.0,1.0,9.0,4.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,,3.0,6.0,0
310,9.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,3.0,6.0,0
6950,3.0,,1.0,6.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,9.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,5.0,0
9161,9.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1
1249,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,6.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
8076,,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,,6.0,6.0,6.0,1.0,1.0,Male,1.0,2.0,1.0,,1.0,1.0,6.0,1
8031,,7.0,1.0,6.0,2.0,2.0,,6.0,1.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,3.0,1.0,0
7948,1.0,99.0,2.0,,2.0,6.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,9.0,3.0,,3.0,1.0,2.0,2.0,,1.0,6.0,1
7451,3.0,8.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,0
4161,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1
4848,,5.0,2.0,,2.0,2.0,6.0,1.0,3.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,1.0,6.0,1
11925,3.0,6.0,1.0,6.0,2.0,2.0,,1.0,3.0,,6.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,99.0,1
5992,1.0,5.0,1.0,6.0,2.0,,2.0,1.0,1.0,2.0,6.0,3.0,6.0,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,99.0,0
3175,2.0,1.0,,6.0,,6.0,2.0,9.0,9.0,2.0,6.0,1.0,9.0,2.0,1.0,2.0,,2.0,2.0,3.0,3.0,3.0,2.0,1
10463,1.0,6.0,,6.0,6.0,2.0,2.0,1.0,1.0,,6.0,6.0,6.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
1897,2.0,5.0,2.0,1.0,6.0,2.0,6.0,1.0,3.0,1.0,6.0,6.0,,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,,99.0,1
9167,2.0,5.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,9.0,6.0,0
10814,2.0,5.0,9.0,6.0,2.0,2.0,2.0,,1.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,0
6023,3.0,8.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1
349,1.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,0
12148,3.0,5.0,2.0,9.0,2.0,2.0,2.0,1.0,3.0,1.0,,6.0,9.0,3.0,,1.0,1.0,2.0,2.0,,1.0,1.0,6.0,1
6305,5.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,6.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,3.0,0
11255,2.0,8.0,1.0,,2.0,2.0,9.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,,3.0,2.0,0
985,1.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,Without disability,9.0,6.0,1.0,5.0,1
8780,2.0,5.0,2.0,1.0,6.0,2.0,,1.0,2.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,0
3411,2.0,1.0,1.0,6.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,6.0,1.0,2.0,1.0,,9.0,9.0,Without disability,9.0,,3.0,99.0,0
4043,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,9.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0
1517,4.0,5.0,1.0,9.0,2.0,2.0,6.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,3.0,3.0,1
9792,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,9.0,9.0,,2.0,9.0,9.0,2.0,9.0,9.0,9.0,99.0,1
10359,3.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,4.0,3.0,3.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,,2.0,0
3689,9.0,4.0,1.0,6.0,2.0,2.0,2.0,6.0,1.0,6.0,6.0,4.0,3.0,3.0,7.0,Male,3.0,9.0,2.0,6.0,9.0,3.0,1.0,0
1080,2.0,1.0,1.0,6.0,2.0,6.0,2.0,6.0,1.0,1.0,6.0,6.0,2.0,2.0,2.0,2.0,,2.0,1.0,9.0,1.0,1.0,99.0,0
8870,3.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,99.0,0
4777,3.0,4.0,1.0,6.0,2.0,2.0,2.0,9.0,2.0,1.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,3.0,2.0,1
8997,2.0,99.0,1.0,6.0,2.0,6.0,9.0,1.0,2.0,2.0,6.0,6.0,2.0,2.0,7.0,Male,1.0,1.0,2.0,1.0,,3.0,5.0,1
1022,3.0,4.0,2.0,1.0,2.0,2.0,6.0,1.0,9.0,6.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1
2309,2.0,2.0,1.0,6.0,2.0,2.0,,,2.0,1.0,9.0,6.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,,6.0,0
2684,3.0,99.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,3.0,4.0,2.0,1.0,,1.0,2.0,1.0,1.0,6.0,1
6658,2.0,,1.0,6.0,2.0,6.0,2.0,6.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,0
11826,9.0,5.0,1.0,,2.0,1.0,2.0,2.0,1.0,1.0,6.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,5.0,1.0,1
7631,2.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,4.0,0
1352,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,9.0,6.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,6.0,9.0,3.0,1.0,0
10149,1.0,4.0,1.0,6.0,2.0,2.0,2.0,,1.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,6.0,1.0,6.0,1
4871,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,0
7425,1.0,8.0,1.0,6.0,2.0,,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,9.0,1.0,2.0,3.0,3.0,,99.0,0
4385,1.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,1
11186,2.0,9.0,,6.0,6.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,3.0,6.0,0
2021,2.0,4.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0
6511,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,0
3550,3.0,5.0,1.0,6.0,2.0,2.0,1.0,9.0,1.0,2.0,4.0,6.0,2.0,3.0,2.0,,3.0,1.0,2.0,1.0,6.0,,99.0,1
731,3.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,3.0,,1.0,2.0,2.0,1.0,6.0,9.0,6.0,1
8744,1.0,5.0,1.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,6.0,6.0,6.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1
8574,1.0,7.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,No,2.0,3.0,2.0,3.0,3.0,0
1561,2.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,9.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,9.0,1.0,2.0,6.0,3.0,3.0,1.0,0
3786,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,6.0,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,9.0,6.0,0
3346,1.0,5.0,1.0,6.0,2.0,9.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,0
7351,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,2.0,9.0,1.0,2.0,9.0,,1.0,99.0,0
4307,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0
2528,2.0,8.0,1.0,6.0,2.0,2.0,2.0,9.0,2.0,2.0,9.0,6.0,6.0,2.0,1.0,,9.0,Yes,2.0,1.0,1.0,3.0,1.0,0
2925,3.0,9.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
8016,3.0,9.0,1.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,9.0,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0
11470,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,,,6.0,,3.0,9.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,6.0,1
5813,2.0,,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,2.0,0
787,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,6.0,3.0,3.0,3.0,4.0,,,,2.0,1.0,1.0,1.0,6.0,1
6533,9.0,5.0,9.0,6.0,2.0,2.0,2.0,1.0,2.0,9.0,,1.0,6.0,2.0,,1.0,1.0,2.0,1.0,1.0,9.0,3.0,99.0,0
9284,,8.0,1.0,6.0,2.0,,6.0,2.0,1.0,2.0,6.0,6.0,,1.0,2.0,Male,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1
11379,3.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,6.0,1
3853,3.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,3.0,1.0,6.0,2.0,2.0,3.0,3.0,Male,1.0,2.0,2.0,1.0,1.0,9.0,6.0,1
4886,2.0,5.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,3.0,6.0,1
7417,2.0,5.0,2.0,,9.0,2.0,2.0,1.0,3.0,1.0,6.0,9.0,6.0,2.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1
6701,3.0,6.0,1.0,6.0,9.0,2.0,9.0,1.0,2.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,0
7674,2.0,8.0,1.0,6.0,2.0,2.0,6.0,6.0,,2.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,1.0,3.0,0
8782,5.0,,1.0,6.0,2.0,2.0,2.0,1.0,,1.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,1.0,2.0,0
1066,3.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,,1.0,6.0,3.0,9.0,9.0,3.0,2.0,9.0,9.0,2.0,,9.0,9.0,99.0,0
5541,3.0,9.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,9.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,0
9839,2.0,9.0,,6.0,,,2.0,1.0,1.0,9.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,3.0,1.0,3.0,6.0,0
10440,9.0,5.0,1.0,,2.0,,2.0,1.0,1.0,9.0,6.0,6.0,2.0,9.0,2.0,Male,3.0,1.0,2.0,3.0,1.0,1.0,3.0,0
12496,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,0
870,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,6.0,3.0,2.0,0
2063,3.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,9.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,3.0,6.0,1
11071,1.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,6.0,0
7644,3.0,5.0,2.0,6.0,1.0,,1.0,2.0,3.0,1.0,1.0,6.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,9.0,6.0,1.0,,1
1160,3.0,5.0,1.0,6.0,2.0,2.0,2.0,9.0,1.0,2.0,6.0,6.0,2.0,9.0,4.0,2.0,3.0,1.0,2.0,,1.0,1.0,6.0,0
4378,2.0,8.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,9.0,6.0,1.0,2.0,6.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,0
8699,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,9.0,2.0,6.0,6.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,0
2429,3.0,6.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,0
254,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,,2.0,6.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,2.0,0
11579,9.0,4.0,2.0,1.0,2.0,,2.0,2.0,9.0,2.0,9.0,9.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,99.0,1
9708,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,,3.0,3.0,2.0,2.0,1.0,2.0,2.0,9.0,9.0,9.0,,0
7280,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,2.0,6.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,0
12365,3.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,,0
975,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,9.0,2.0,6.0,2.0,,2.0,2.0,1.0,9.0,1.0,6.0,0
9923,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0,3.0,,2.0,9.0,No,2.0,3.0,1.0,1.0,6.0,1
65,,5.0,1.0,6.0,2.0,2.0,9.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,,2.0,2.0,2.0,1.0,9.0,9.0,1.0,6.0,1
5262,4.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,3.0,9.0,9.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0
7667,2.0,1.0,9.0,9.0,2.0,2.0,6.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,0
4552,2.0,9.0,1.0,6.0,2.0,2.0,2.0,,,1.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,Without disability,1.0,1.0,3.0,99.0,0
365,1.0,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,2.0,2.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,4.0,3.0,0
11893,9.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,99.0,1
8491,1.0,7.0,1.0,6.0,2.0,6.0,9.0,1.0,9.0,1.0,6.0,9.0,6.0,1.0,3.0,Male,1.0,9.0,2.0,3.0,3.0,3.0,6.0,0
178,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,6.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,0
2146,3.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,9.0,3.0,1
9924,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,9.0,1.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,,0
10124,2.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,9.0,1.0,2.0,3.0,1.0,9.0,99.0,1
11347,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
247,2.0,5.0,1.0,6.0,9.0,2.0,2.0,1.0,6.0,1.0,9.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,9.0,9.0,3.0,4.0,0
8409,2.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,6.0,2.0,1.0,Male,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0
7567,2.0,4.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,6.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0
34,1.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,3.0,2.0,3.0,6.0,0
11713,3.0,2.0,2.0,4.0,2.0,9.0,2.0,1.0,6.0,1.0,1.0,3.0,2.0,3.0,,1.0,1.0,2.0,2.0,1.0,1.0,,6.0,0
1573,,9.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,6.0,2.0,2.0,Male,1.0,2.0,2.0,1.0,1.0,1.0,6.0,0
1529,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,1
3701,2.0,4.0,,6.0,2.0,2.0,2.0,1.0,1.0,9.0,6.0,2.0,6.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,0
7726,3.0,8.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,9.0,6.0,1.0,3.0,2.0,,3.0,1.0,3.0,3.0,1
7219,4.0,4.0,1.0,6.0,9.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1
2126,2.0,9.0,1.0,6.0,2.0,2.0,2.0,1.0,9.0,1.0,1.0,,6.0,2.0,1.0,1.0,1.0,9.0,Without disability,1.0,1.0,3.0,,1
11259,2.0,1.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,3.0,4.0,2.0,4.0,No,2.0,9.0,9.0,3.0,6.0,0
3453,1.0,8.0,1.0,6.0,9.0,,2.0,1.0,1.0,2.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,No,Without disability,3.0,1.0,,6.0,1
11904,3.0,7.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,0
12448,2.0,4.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,3.0,1
686,2.0,9.0,1.0,6.0,2.0,2.0,9.0,1.0,2.0,9.0,9.0,2.0,9.0,9.0,,2.0,9.0,9.0,2.0,9.0,9.0,9.0,99.0,0
6630,1.0,,9.0,6.0,,2.0,2.0,1.0,1.0,1.0,6.0,6.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0,0
3402,1.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,9.0,9.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,9.0,99.0,0
5666,2.0,8.0,,6.0,2.0,2.0,2.0,1.0,1.0,9.0,0.0,1.0,6.0,2.0,1.0,Male,3.0,1.0,2.0,,1.0,3.0,2.0,0
1961,1.0,5.0,1.0,6.0,2.0,1.0,9.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,99.0,1
312,2.0,6.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,0
1863,2.0,5.0,1.0,6.0,2.0,9.0,1.0,2.0,2.0,2.0,6.0,2.0,6.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0
8341,1.0,10.0,1.0,6.0,2.0,1.0,,2.0,3.0,2.0,6.0,,2.0,2.0,3.0,1.0,3.0,,1.0,1.0,6.0,1.0,2.0,1
2654,1.0,5.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,,6.0,6.0,6.0,1.0,4.0,2.0,2.0,9.0,2.0,3.0,2.0,1.0,6.0,1
11042,3.0,4.0,1.0,9.0,9.0,6.0,2.0,1.0,1.0,,6.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,,3.0,5.0,0
7911,2.0,99.0,1.0,6.0,2.0,2.0,2.0,1.0,9.0,1.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,1
4908,3.0,10.0,1.0,6.0,2.0,2.0,2.0,,,1.0,6.0,6.0,3.0,,3.0,,3.0,1.0,2.0,6.0,1.0,3.0,5.0,0
11136,2.0,2.0,1.0,9.0,2.0,2.0,2.0,1.0,6.0,1.0,6.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,9.0,3.0,3.0,0
1499,,10.0,1.0,6.0,2.0,2.0,,1.0,1.0,2.0,6.0,6.0,2.0,,7.0,,9.0,1.0,2.0,1.0,1.0,1.0,6.0,1
2277,3.0,1.0,,3.0,1.0,9.0,2.0,,2.0,1.0,6.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,6.0,1
